review_id,Review,relabel_group,human_vệ sinh_label,human_đồ ăn thức uống_label,human_khách sạn_label,human_vị trí_label,human_phòng ốc_label,human_dịch vụ_label
897587756,dịch_vụ tốt phòng ở sạch_sẽ thoải_mái nói_chung ở rất đáng đồng_tiền 5 sao như ta,medium,1,0,0,0,1,1
638578015,tôi đã từng ở các khách_sạn năm sao bốn sao và ba sao ở đà_nẵng nhưng không khách_sạn nào thoải_mái bằng khách_sạn này quầy đổi tiền ngay bên cạnh rất tiện_lợi để đổi tiền won hàn_quốc và họ rất nhiệt_tình giúp_đỡ nhân_viên nói tiếng anh và thân_thiện thậm_chí còn giới_thiệu cho tôi những nhà hàg ngon gần đó phòng rộng_rãi và sạch_sẽ tôi được phép hút thuốc trên ban_công nhưng không hề có mùi thuốc_lá có cả máy_giặt nên tôi giặt đồ mỗi tối trong suốt chuyến đi nếu có dịp quay lại đà_nẵng tôi nhất_định sẽ ở đây nhược_điểm duy_nhất là việc đi_lại nhưng vị_trí này lại yên_tĩnh đến bất_ngờ dễ_dàng bắt grab và dễ_dàng đi bộ tôi muốn giữ bài đánh_giá này cho riêng mình nhưng tôi đang tự hỏi khi nào mình sẽ quay lại đà_nẵng,hard,1,0,0,0,1,1
782972647,không có hồ bơi trong nhà không có thư_viện không có đồ uống chào_mừng không có quầy bar trên sân_thượng ban_công thực_chất là một cửa_sổ không có lò_sưởi không có phòng tập_thể_dục hồ bơi trên sân_thượng đang xuống_cấp khi bị chất_vấn tất_cả những gì họ nói chỉ là lời xin_lỗi đừng ở đây,hard,0,0,0,0,0,2
250572178,tôi chỉ ở đây một đêm trong chuyến đi ba đêm đến đà_nẵng việt_nam nhưng tôi muốn ở cả ba đêm nơi này rất phù_hợp cho gia_đình đông người và các phòng ngủ đều ở tầng hai hơi bất_tiện cho bố_mẹ khi leo lên_xuống bể_bơi ngay phía trước rất tuyệt_vời cho trẻ_em chơi_đùa và có tầm nhìn ra bãi biển cảnh_quan xung_quanh rất đẹp tôi rất muốn quay lại,hard,0,0,0,0,1,0
106101937,ưu_điểm nhà_vệ_sinh rất sạch_sẽ và có bồn_tắm rất đẹp view nhìn từ nhà_vệ_sinh ra ngoài thôi đã đẹp rồi nhân_viên rất là nhiệt_tình và thân_thiện chú bảo_vệ nói_chuyện rất tử_tế và vui lần đầu đi đà_nẵng như_vậy là quá tuyệt cho 10 sao,random,1,0,0,0,0,1
869922489,kỳ nghỉ của chúng_tôi tại khách_sạn di lusso boutique khách_sạn thật hoàn_hảo dịch_vụ vô_cùng xuất_sắc từ lúc chúng_tôi bước vào nhân_viên đã chờ sẵn và chào_đón chúng_tôi nồng_nhiệt với khăn lạnh và nước_lọc sau khi làm thủ_tục nhận phòng chúng_tôi được dẫn đến phòng rộng_rãi và hiện_đại giường ngủ rất thoải_mái bữa sáng không bao_gồm trong giá phòng nhưng bạn có_thể đặt bữa sáng kiểu việt nếu muốn khách_sạn cũng có thực_đơn cà_phê với nhiều loại cà_phê nước ép và sữa_chua để bạn lựa_chọn chúng_tôi đã chọn sữa_chua dâu_tây và rất thích tất_cả nhân_viên đều rất chu_đáo và nhiệt_tình giúp_đỡ nhìn_chung một trải_nghiệm tuyệt_vời,hard,0,1,0,0,1,1
1059491314,phòng rộng_rãi tiện_nghi tốt phòng sạch_sẽ và nhân_viên rất thân_thiện tuyệt_vời,medium,1,0,0,0,1,1
848066794,do nằm hướng ra biển nên nơi này khá ồn_ào cho đến tận đêm khuya,hard,0,0,0,0,0,0
896572569,trong lúc chờ chuyến bay đêm 10 000 won tôi đã đặt phòng với giá khoảng 20 000 won nên cũng không kỳ_vọng gì nhiều lần trước_hết tôi hơi lo_lắng vì tất_cả các đánh_giá đều nói về kiến nhưng ở đây lại không có con kiến nào cả lồn tuy_nhiên cảm_giác như một nhà_nghỉ bình_dân ở gangneung vậy lồn trong phòng_không có xà_phòng và chỉ có một mẩu giấy_vệ_sinh nhỏ nên tôi đã gọi điện yêu_cầu nhưng họ không đưa cho tôi giấy_vệ_sinh dù tôi đã hỏi hai lần vì_vậy tôi phải đến đó và yêu_cầu họ đưa cho tôi ngoài_ra nhân_viên đang nghe điện_thoại và nói_chuyện rất to ở hành_lang nên rất ồn_ào,hard,2,0,2,0,2,2
252713026,tại_sao nơi này lại đẹp đến vậy thật không_thể tin được nó trông giống_hệt như trong ảnh tôi thực_sự rất hài_lòng phòng được trang_bị đầy_đủ mọi tiện_nghi cần_thiết tôi yêu thích mọi thứ trong phòng mình chủ nhà đã quản_lý nơi này rất tốt khi tôi hỏi người bạn việt_nam của mình ông ấy nói nơi này tên là sunny nắng tôi đồng_ý bởi_vì phòng tôi tràn_ngập ánh nắng điều mà tôi thực_sự rất thích nhìn_chung tôi đã có một kỳ nghỉ tuyệt_vời ở nga và hy_vọng sẽ dành mùa hè này cùng gia_đình ở đó,medium,1,0,1,0,1,1
926879451,nhìn_chung nhà đã cũ nhưng sạch_sẽ nhược_điểm duy_nhất là áp_lực nước yếu,hard,1,0,0,0,0,0
1039649396,tôi đã thích kỳ nghỉ của mình tại khách_sạn này một_số nhân_viên rất thân_thiện phòng sạch_sẽ thoải_mái yên_tĩnh khách_sạn cách bãi biển 300m,random,1,0,1,1,1,1
988060776,bên trong biệt_thự rất sạch_sẽ,hard,1,0,0,0,0,0
1003916475,giá_cả hợp_lý vị_trí khá tốt yên_tĩnh xa khỏi các trục giao_thông đồng_thời gần bãi biển_hồ bơi rất vệ_sinh và sạch_sẽ có_thể nhìn thấy cảnh biển rất đẹp dịch_vụ chu_đáo dịch_vụ giặt ủi và cho thuê xe cũng đầy_đủ đáng tin_cậy,medium,1,0,1,1,1,1
199928677,sông hàn ở gần đó rất lý_tưởng để đi dạo nhưng tiếng ồn từ công_trình xây_dựng phía trước và phía sau kéo_dài suốt đêm và khả_năng cách_âm kém khiến tiếng ồn từ tầng dưới truyền trực_tiếp xuống,hard,0,0,0,1,2,0
944650335,nhi cô lễ_tân là viên ngọc quý của khách_sạn cô ấy dễ_thương và rất thân_thiện khách_sạn có giá cả rất hợp_lý ga trải giường sạch_sẽ khăn tắm tuy hơi bạc_màu nhưng vẫn sạch,medium,1,0,1,0,1,1
1064356832,khách_sạn có tuổi đời nên bên cạnh thang_máy hoặc hành_lang có nấm_mốc nhưng trong phòng thì sạch_sẽ chỉ với giá_cả và vị_trí có_thể bù_đắp cho điểm này nhưng nếu nhạy_cảm thì không nên chọn cá_nhân tôi thì rất khuyến_khích gần kề bên bãi biển máy_bay có nhiều nhà hàg xung_quanh và nhiều tiệm massage rất tuyệt_vời,hard,1,0,1,1,1,1
761557479,nhân_viên cực_kỳ nhiệt_tình phòng sạch_sẽ đầy_đủ tiện_nghi,medium,1,0,1,0,1,1
929968533,nhân_viên rất chu_đáo và nội_thất rất đẹp bữa sáng rất ngon có_lẽ do thời_tiết nên hơi ẩm,hard,1,1,1,0,1,1
933020837,người phụ_nữ này thật thánh_thiện bà ấy đón_tiếp tôi với tình yêu_thương và sự tôn_trọng mà tôi không hề mong_đợi bà ấy đã làm mọi thứ để tôi cảm_thấy được chào_đón phòng sạch_sẽ và nhân_viên thân_thiện,hard,1,0,1,0,1,1
1025293198,phòng khá tốt cô gái ở quầy lễ_tân cho_phép tôi nhận phòng sớm hơn 14 00 giờ nhận phòng thông_thường họ cũng có chỗ đậu xe_máy bạn có_thể thuê nếu cần ở tầng hầm trong gara,hard,0,0,1,0,1,1
667605763,mọi thứ đều ok nhân_viên nhiệt_tình chu_đáo khách_sạn sạch_sẽ đầy_đủ vị_trí thuận_tiện có 1 xíu là_hơi ồn chút vì cách_âm khu_vực cửa chưa được tốt,hard,1,0,1,1,0,1
1022096238,trước khi về nước tôi đã ở 0 5 đêm và thấy sạch_sẽ phản_hồi nhanh_chóng kem và bãi biển mỹ khê cũng ngay bên cạnh nên rất tốt,hard,1,0,1,1,1,1
679676943,chúng_tôi đi du_lịch với ba người_lớn và hai em bé vì hai em bé còn nhỏ nên chúng_tôi không thực_sự quan_tâm đến địa_điểm dù_sao thì chúng_tôi cũng chỉ_định chơi trong khu nghỉ_dưỡng thôi nhân_viên rất nhiệt_tình hỗ_trợ qua phone ngay cả trước khi chúng_tôi khởi_hành và họ rất chu_đáo cho đến tận phút cuối_cùng,hard,0,0,1,0,0,1
566428282,trong suốt bốn ngày lưu_trú tôi thấy phòng sạch_sẽ và thái_độ thân_thiện của khách_sạn khi đáp_ứng các yêu_cầu của tôi rất đáng tin_cậy,random,1,0,1,0,1,1
73790604,gan bien tien nghi hien dai sach se nhan vien than thien vui ve vo chong toi vua o day 2 ngay 31082016 va 01092016,hard,1,0,1,1,1,1
741853866,tôi còn khoảng 5 6 tiếng nữa là đến giờ bay nên muốn nghỉ_ngơi một_chút với giá rẻ nhưng đây chỉ là loại phòng dành cho người địa_phương tôi không có ý coi_thường người việt_nam nhưng theo tôi người hàn_quốc sẽ khó sử_dụng loại phòng này thậm_chí tôi còn yêu_cầu họ trả 250 000 vnd và trả phòng sau khi xem_xét tình_trạng phòng nếu có thời_gian bạn nên mua bún bạn không_thể nằm thoải_mái trên giường ở đây,hard,0,0,2,0,2,2
113877797,bữa sáng chỉ có mì gạo hoặc trứng chiên và bánh_mì tôi không ăn giờ trả phòng là 2 giờ nhưng tôi đã đợi hơn 30 phút họ nói phòng chưa được dọn_dẹp chỉ có một_ít giấy_vệ_sinh nhưng khi tôi yêu_cầu thêm tôi đã phải mua ở siêu_thị họ không biết có phải trả tiền cho minibar hay không vì_vậy tôi đã ăn hết và trả 12 đô_la để đổi sang ngày hôm sau nhưng họ lại tính tôi như_thể tôi đang ăn_gian vì tôi đã ăn minibar có tiếng ồn do công_trình xây_dựng gần đó_đây là một nơi mới nên nó không hiển_thị trên google maps và một_số tài_xế taxi không biết về nó tôi không khuyên bạn nên ở đây,hard,0,1,2,0,2,2
1030816982,phòng xứng_đáng với giá tiền vì cũng không sinh_hoạt tại phòng mấy nên thấy để ngủ khá ok nhưng chỉ không ưng nhất_là phòng mình giường double được ghép thành từ 2 giường đơn đêm đến mình và người_yêu ngủ hay bị tách đệm ra nên khá ảnh_hưởng việc ngủ các chị dọn phòng rất nhiệt_tình và tốt_tính khách_sạn chỉ cần sửa_đổi vấn_đề giường là ổn,hard,1,0,1,0,2,1
1003896577,cùng một căn phòng có người phát ra âm_thanh rất ồn_ào vào ban_đêm khiến tôi rất khó_chịu nhưng trong trường_hợp đó bạn cũng đã nhanh_chóng và thân_thiện giúp_đỡ tôi cảm_ơn bạn vị_trí thì tốt phòng thì sạch_sẽ lại có bữa sáng kèm theo không có gì để phàn_nàn nếu có_thể nói thêm thì tôi nghĩ sẽ tốt hơn nếu có phòng ký_túc_xá nữ riêng nhưng vì có rèm che đầy_đủ nên tôi cũng cảm_thấy yên_tâm tôi nghĩ đây là một hostel tốt,hard,1,1,1,1,1,1
1067012739,đây là chỗ ở tốt nhất cho tôi trong chuyến đi 11 ngày đến việt_nam mọi thứ đều mới và sạch_sẽ chỉ có hai phòng trên mỗi tầng và phòng thì hiện_đại và rộng_rãi nó trông như một căn_hộ studio cũ khi trong phòng còn có cả lò_vi_sóng bồn rửa và bếp bạn sẽ phải trả thêm phí nếu sử_dụng các đồ_vật có phí nhưng bạn có_thể lấy các đồ_vật miễn_phí bao_gồm nước đóng_chai cà_phê cà_phê tan thật_sự tuyệt_vời và trà không có cửa_sổ nhưng thông gió trong phòng cũng ổn nhân_viên thì thân_thiện và hữu_ích mặc_dù việc_làm thủ_tục trả phòng mất một_ít thời_gian vì họ phải kiểm_tra xem bạn có sử_dụng đồ_vật nào có phí hay không nói về vị_trí bạn không_thể tìm thấy vị_trí nào tốt hơn con hẻm mà khách_sạn đối_diện là một con hẻm đông_đúc bạn sẽ thấy rất nhiều tour hướng_dẫn đi qua để thăm nhà_thờ hồng trước nhà_thờ bạn sẽ tìm thấy trạm xe_buýt cho xe_buýt futan số đi hội_an phía bên kia của con hẻm là sông hàn và không xa từ cầu rồng,hard,1,1,1,1,1,1
939779015,chúng_tôi rất thích vị_trí có_thể đi bộ đến bãi biển với nhiều lựa_chọn ăn_uống ngân_sách trung_bình và cao_cấp xung_quanh cũng có khá nhiều cửa hàg tạp_hoá và cửa hàg tiện_lợi gần đó phòng gia_đình 2 phòng ngủ được agoda đề_xuất cho gia_đình chúng_tôi với hai đứa trẻ nhỏ rộng hơn nhiều so với nhu_cầu của chúng_tôi có một bếp đầy_đủ chức_năng và một tủ_lạnh đầy_đủ với ngăn đá cũng như một máy_giặt thật tuyệt_vời cho một kỳ nghỉ dài để bạn cảm_thấy như ở nhà sự sạch_sẽ ở mức trung_bình đôi_khi chúng_tôi cảm_thấy phòng có_thể được dọn_dẹp tốt hơn đặc_biệt là ở những góc dưới giường vì có một_chút cảm_giác ẩm_ướt khi bước vào phòng nhân_viên thì thân_thiện và cố_gắng hỗ_trợ với yêu_cầu chúng_tôi đã gặp một_số côn_trùng bao_gồm sâu bướm trên tường mà nhân_viên đã dọn_dẹp và loại_bỏ sau khi chúng_tôi chỉ ra chúng_tôi đã gặp một con gián và đã giết nó may_mắn là không có con nào khác được ghi_nhận tổng_thể tôi nghĩ đây vẫn là một giá_trị tuyệt_vời ở một vị_trí,hard,2,0,1,1,1,1
525576181,ký_túc_xá nằm gần phố bạch đằng nên rất thuận_tiện để đi dạo dọc sông hàn nhân_viên thân_thiện và dễ_thương tuy_nhiên khu_vực lối vào khá bừa_bộn thêm một điều nữa mặc_dù ký_túc_xá đã cảnh_báo khách không được nói_chuyện lớn_tiếng ở nơi công_cộng nhưng tôi vẫn nghe thấy tiếng_nói chuyện ồn_ào từ quán cà_phê ở khu_vực lễ_tân tầng dưới vào ban_đêm,hard,0,0,1,1,0,1
1021853703,điểm cộng duy_nhất của khách_sạn này là nhân_viên và bia thủ_công trong tủ_lạnh ở sảnh giá rẻ nên tôi không_thể mong_đợi gì hơn nhưng trời_ơi phòng thì tệ_hại và bẩn_thỉu đến mức tôi cảm_thấy ghê_tởm hoàn_toàn không giống như trong ảnh quảng_cáo vị_trí thì tạm ổn nhưng đường_phố đang có công_trình xây_dựng,hard,2,1,2,1,2,0
833941996,trải_nghiệm kinh_khủng tôi sẽ không bao_giờ giới_thiệu khách_sạn này cho bất_kỳ ai chúng_tôi đặt phòng ở đây do nhầm_lẫn mà không đọc đánh_giá và may_mắn là chỉ có hai ngày tôi sẽ không bao_giờ khuyên bất_kỳ ai ở lại đây khu_vực xung_quanh thì đẹp nhưng đó là điều tốt duy_nhất của khách_sạn này ngoài_ra khách_sạn hoàn_toàn không giống như trong ảnh họ cho chúng_tôi phòng sai không hoàn lại một tiền nào và thậm_chí không xin_lỗi các phòng hoàn_toàn không giống với ảnh mọi thứ đều cũ_kỹ và xuống_cấp và điều tệ hơn_nữa là công_trường xây_dựng đang diễn ra ngay phía trên tiếng ồn quá lớn cảm_giác như_ai đó đang khoan vào não bạn bằng máy_khoan búa và nó vẫn chưa ngừng từ 7 giờ sáng tôi đã khóc vì không_thể ngủ được thật_sự là không_thể ngủ được,hard,2,0,2,1,2,2
1024671217,tầng ba là một nhà_thổ yêu_cầu một phòng có kiến và thằn_lằn cũng chẳng thay_đổi được gì tôi đã đặt phòng qua agoda nhưng khách_sạn đã nói_dối rằng họ đã nâng_cấp phòng cho tôi rồi nhân_viên không nói được tiếng_anh,hard,2,0,2,0,2,2
662438880,gia_đình chúng_tôi đã có những trải_nghiệm không tốt khi nhận phòng và trả phòng chuyến bay của chúng_tôi đến muộn vào buổi tối và khi đến căn_hộ tại altara chúng_tôi đã phải chờ 2 giờ tại quầy lễ_tân của khách_sạn trước khi tôi có_thể nói_chuyện với chủ nhà sau nhiều lần cố_gắng liên_hệ với agoda để được giúp_đỡ khi cuối_cùng liên_lạc được với chủ nhà cô ấy nói rằng chỗ của chúng_tôi đã được đặt cho người khác trong đêm vì cô ấy đã gửi cho tôi một tin nhắn nhưng tôi không phản_hồi điều này không đúng sự_thật tôi đã kiểm_tra tất_cả email và ứng_dụng agoda của mình và không có tin nhắn nào từ chủ nhà tôi cảm_thấy rất không chuyên_nghiệp khi chủ nhà cho_phép người khác ở lại chỗ mà tôi đã có xác_nhận và sau đó biện_minh rằng cô ấy đã gửi cho tôi một tin nhắn khi thực_tế thì không cô ấy đã để chúng_tôi nhận phòng ở một chỗ khác cho đến khi chỗ tôi đặt có sẵn vào ngày hôm sau sau khi cho chủ nhà biết rằng điều đó thật không chuyên_nghiệp cô ấy đã giảm_giá cho chúng_tôi nhưng đó không phải là vấn_đề việc chờ_đợi và,hard,0,0,2,0,0,2
1014240242,vị_trí tuyệt_vời trong số tất_cả các nơi tôi đã ở với giá tương_tự đây là vị_trí tôi thích nhất giá_cả rất hợp_lý và phòng sạch_sẽ thoải_mái điểm tiêu_cực duy_nhất là áp_suất nước thấp và internet không mạnh lắm nhưng tổng_thể vẫn là một kỳ nghỉ rất tốt,medium,1,0,1,1,1,0
922793740,nhờ có tony và mia tôi đã có một chuyến đi thuận_lợi các yêu_cầu cũng được xử_lý ngay_lập_tức thật tuyệt_vời tôi rất thích có_thể liên_lạc ngay qua voicetalk,hard,0,0,0,0,0,1
886478713,phòng hơi nhỏ nhưng cũng không quá bí_mật có cửa_sổ nên ổn có tạm ổn sẽ sạch_sẽ giá rẻ nên với phòng này là hợp_lý gần biển và cũng tiện đi_lại,medium,1,0,1,1,1,0
193782529,phòng sạch đặc_biệt là phòng tắm rất sạch ngay trung_tâm gần biển rất thuận_tiện cho đi_lại giá_cả tốt nhân_viên rất nhiệt_tình hỗ_trợ mọi vấn_đề tôi sẽ quay lại khách_sạn này lần sau đi công_tác,medium,1,0,1,1,1,1
684314353,trên agoda có ghi cho đem thú cưng thực_tế điều_kiện của khách_sạn không cho,hard,0,0,2,0,0,0
1042636916,tôi khuyên bạn nên chọn chỗ nghỉ yên_tĩnh này nằm ngay trước biển phòng giống như trong ảnh và nhân_viên thân_thiện,hard,1,0,1,1,1,1
1057468783,vị_trí thuận_tiện phòng sạch_sẽ và nước nóng rất tốt,hard,1,0,1,1,1,0
970243832,khách_sạn có vị_trí rất thuận_lợi nhân_viên lễ_tân dễ_thương và nhiệt_tình nhưng phòng dọn dơ không sạch_sẽ sàn nhà quá bẩn lúc mình vừa bước chân vào phải đi mượn chổi quét sàn ngay vì khác dơ ngoài_ra trong lúc ở mình vô_tình làm rớt đồ xuống giường thiệt là kinh_khủng dơ có_thể tả bụi và đồ rớt dưới gầm giường hy_vọng khách_sạn xem_lại khâu vệ_sinh dọn phòng,hard,2,0,1,1,0,1
934800820,tuy_nhiên phòng sạch_sẽ và rộng_rãi và tôi hài_lòng với giá_cả có_lẽ vì có dép đi trong nhà nên sàn nhà không quá bẩn sau khi lau rất thích_hợp cho trẻ_em chạy_nhảy xung_quanh,hard,1,0,1,0,1,0
1051333862,tôi ở đây lần đầu_tiên ở đà_nẵng và rất hài_lòng nên đã đặt lại chỗ này cho lần lưu_trú tiếp_theo tôi không biết là từng phòng hay từng tầng nhưng kiến bắt_đầu bò ra từ phòng tôi ở ngay từ ngày đầu_tiên tôi đến vào buổi tối dỡ hành_lý và đi ngủ khi trở về vào buổi sáng tôi thấy kiến bò trên vali nên đã xịt thuốc chống muỗi sau khi xuống quầy lễ_tân tôi báo với họ về lũ kiến họ chỉ nói sẽ kiểm_tra nên tôi đồng_ý khi tôi quay lại để giải_quyết nhu_cầu cá_nhân không hiểu sao lũ kiến đã bò ra ngoài rồi tôi cho họ xem vài video về lũ kiến và yêu_cầu họ xịt thuốc_trừ_sâu ngày hôm sau tôi tìm thấy rất nhiều xác kiến dưới khu_vực rửa tay giá_mà họ đổi phòng cho tôi ngay từ đầu thì tốt hơn thái_độ của nhân_viên rất đáng thất_vọng và điều_kiện vệ_sinh cũng tệ tôi thích vị_trí của khách_sạn nhưng tôi nghĩ mình sẽ không quay lại đây nữa,hard,2,0,0,1,0,2
944951624,nhân_viên thân_thiện phòng đủ tiện_nghi nếu có thêm bàn_là quần_áo thì còn tốt hơn khách_sạn nên dán theo tem tên các công_tắc và aptomat để khách dễ sử_dụng,medium,0,0,0,0,1,1
898371795,clean sẽ gần trung_tâm với giá ngon thì không_thể chê gì,hard,1,0,1,1,1,0
189357789,phòng_ốc rất tốt nhân_viên thân_thiện nhưng dịch_vụ thì kém hơn khách_sạn giá_cả thì tuyệt_vời yên_tĩnh chất_lượng nước hồ bơi rất tốt hoàn_hảo cho các cặp đôi thư_giãn và tự_nhiên tôi lại muốn đi massage ở khu nghỉ_dưỡng nhưng đắt quá mà chất_lượng không tốt lắm họ không chấp_nhận thẻ_tín_dụng lớn họ cũng nói là không chấp_nhận thẻ_tín_dụng thật xấu_hổ lồn,hard,1,0,1,1,1,2
942480715,nhân_viên lễ_tân rất tuyệt_vời phục_vụ chu_đáo và nhiệt_tình tôi quên mang theo đồ nhưng khách_sạn đã xử_lý hoàn_hảo chỗ ở có giá cả hợp_lý và phù_hợp cho các nhóm khách_sạn dễ tìm và gần các nhà hàg cũng như các địa_điểm nổi_tiếng cảm_ơn ông key,hard,0,0,1,1,1,1
882933950,vị_trí nội_thất cũ nhưng sạch_sẽ thang_máy hơi chậm điều này hơi đáng lo_ngại nhìn_chung khách_sạn khá tốt,hard,1,0,1,1,1,0
1059054246,mình muốn ở_riêng với bạn nên đã chọn một căn_hộ có phòng khách nhưng cơ_sở vật_chất rất tốt rộng_rãi và hàg ngày có dịch_vụ dọn_dẹp vị_trí cũng rất gần với bãi biển mỹ khê nên thật tuyệt ở cửa ra vào có một chú poodle dễ_thương cách_âm tốt và không có côn_trùng xuất_hiện bộ ga trải giường cũng rất tốt người hàn_quốc nếu đặt phòng thì sẽ không phải hối_tiếc bữa sáng có_thể phục_vụ tại phòng nhưng không phải theo kiểu buffet tuy_nhiên quanh đây có nhiều quán ăn địa_phương ngon nên có_thể ra ngoài ăn,medium,1,1,1,1,1,1
986540201,nhân_viên nhiệt_tình phòng rộng tiện_nghi,hard,0,0,0,0,1,1
960546971,khách_sạn có vị_trí đối_diện biển dễ_dàng đi bộ ra bãi biển thuận_tiện đi đến các điểm du_lịch khác phòng_ốc rộng_rãi sạch_sẽ thoải_mái tiện_nghi đầy_đủ tuy_nhiên cá_nhân mình không thích việc phải đứng tắm bằng vòi_sen trong bồn_tắm nước dễ bắn ra ngoài ngoài_ra khách_sạn xem có_thể lắp_đặt smart tv trong phòng như tv của phòng mình ở không phải smart tv nhân_viên thân_thiện nhiệt_tình luôn sẵn_sàng hỗ_trợ khi cần đồ_ăn sáng khá ngon hợp_khẩu vị của mình tóm_lại đây là một lựa_chọn hợp_lí khi đi đến đà_nẵng,hard,1,1,1,1,1,1
73718082,khách_sạn nằm gần sân_bay điều này rất thuận_tiện nếu bạn chỉ ở lại qua đêm và phải ra sân_bay vào ngày hôm sau bữa sáng tạm ổn mọi thứ khác đều đáng thất_vọng máy điều hoạt_động kém khách_sạn cũ_kỹ và cần được tân_trang lại một_số công_việc sửa_chữa đang được tiến_hành nhưng điều đó chỉ làm tăng thêm vẻ hoang_tàn của khách_sạn khách_sạn nằm khá xa trung_tâm thành_phố điểm thu_hút duy_nhất là bảo_tàng quân_sự ngay bên cạnh nhưng nơi này dường_như vắng_vẻ,hard,2,1,2,1,2,0
1067343962,khách_sạn có_vẻ hơi cũ nhưng giá_cả rất hợp_lý bố_mẹ tôi nói rằng chỉ cần thư_giãn trong phòng với tầm nhìn ra phòng khách và biển thôi cũng đã rất tuyệt rồi xung_quanh khách_sạn có rất nhiều nhà hàg tiệm massage siêu_thị và quán cà_phê rất tiện_lợi nhân_viên cũng rất thân_thiện tôi trừ một sao vì hồ bơi không được dọn_dẹp có_lẽ vì đang mùa mưa và không có nhiều khách và con tôi bị đau chân do dẫm phải gạch tôi đã báo cho họ hôm sau và họ đã xin_lỗi ngoài_ra thì mọi thứ đều tuyệt_vời tôi dự_định sẽ quay lại đây sau hai tháng nữa,hard,1,0,1,1,1,1
939038134,phòng xinh sạch_sẽ anh chủ dễ_thương,fallback,1,0,1,0,1,0
627654798,tôi đặt phòng vì giá rẻ và dự_định ở lại ngắn ngày vì có chuyến bay nhưng giá_cả khá hợp_lý ngay cả khi chỉ ở ngắn ngày vị_trí khách_sạn rất tuyệt nếu bạn không muốn ở trong phòng mà muốn để hành_lý trong phòng đi dạo quanh thành_phố đà_nẵng nửa ngày rồi ra sân_bay thì ở đây rất đáng_giá nhân_viên nói sẽ cho bạn dùng bồn_tắm nước nóng với giá 200 000 vnd nhưng nếu tìm kỹ bạn có_thể tìm được chỗ chỉ 100 000 vnd phòng_không có mùi thơm gì cả nhưng lại rất ngột_ngạt đầu tôi đau_nhức và phòng rất bí_bách,hard,2,0,0,1,2,0
1020756900,khách_sạn sạch_sẽ nhân_viên thân_thiện hơi xa biển,hard,1,0,0,2,0,1
221911043,chào tôi đến khách_sạn này hôm_nay sau khi đến tôi để quên ví trong phòng rồi đi bơi khi tôi đi thẻ điện của phòng vẫn còn đó nhưng khi quay lại thì nó đã biến mất tôi nhìn vào ví và có linh_cảm xấu tôi đã rút_tiền hôm_qua và tôi chắc_chắn là mình bị thiếu một_ít khi tôi đến quầy lễ_tân để khiếu_nại họ nói với tôi chúng_tôi sẽ kiểm_tra camera ngay_lập_tức và liên_lạc lại với bạn một giờ sau tôi quay lại và họ đảm_bảo với tôi rằng không ai vào phòng cả điều này là sai vì ai đó đã lấy thẻ điện vậy là họ đã nói_dối tôi tôi cực_kỳ khuyên mọi người không nên ở khách_sạn này mặc_dù nó đẹp và tiện_nghi trừ khi bạn không có gì có giá_trị để lại trong phòng thêm vào đó tôi thậm_chí còn không được hoàn tiền cho đêm nghỉ của mình mặc_dù họ đã nói rõ với tôi rằng họ sẽ hoàn tiền cho tôi,hard,0,0,0,0,0,2
283291946,đừng để bị đánh_lừa bởi từ boutique trong tên khách_sạn này phòng rất nhỏ không có chỗ ngồi chỉ có_thể ngồi trên giường điện_thoại bàn không hoạt_động tôi hỏi xem họ có phòng nào khác có điện_thoại hoạt_động không và nhân_viên chỉ cho tôi một phòng khác nhưng điện_thoại ở đó cũng không hoạt_động ánh_sáng trong phòng mờ đến mức buồn_cười điều này bạn có_thể thấy từ ảnh khả_năng cách_âm gần như bằng không tôi có_thể nghe rõ tiếng thang_máy tiếng cửa đóng sầm và tiếng ồn đường_phố tôi chỉ gặp lễ_tân một lần khi nhận phòng trong hai ngày còn lại ở đó chỉ có bảo_vệ nhân_viên dọn_dẹp hoặc hầu_hết thời_gian không có ai ở quầy lễ_tân ngoài_ra đêm đầu_tiên bị mất điện khoảng 4 tiếng khi tôi nhìn qua cửa_sổ thì đèn đường vẫn sáng cũng như đèn cửa_sổ của các khách_sạn bên kia đường điều đó rõ_ràng có nghĩa là vấn_đề nằm ở khách_sạn,hard,0,0,0,0,2,2
761673477,khách_sạn giá_cả hợp_lý sạch_sẽ và nhân_viên thân_thiện gần bến_xe buýt và dễ_dàng bắt taxi nhưng nhìn_chung vị_trí không phải là tốt nhất,fallback,1,0,0,2,0,1
809953912,phòng sạch_sẽ chị chủ thân_thiện,hard,1,0,0,0,0,1
934733710,khách_sạn được quản_lý rất tốt nhân_viên chu_đáo phòng_ốc tuyệt_vời rất sạch_sẽ và cách_âm tốt tôi chắc_chắn sẽ quay lại đây,random,1,0,1,0,1,1
1062194521,tôi thích căn phòng rộng_rãi và sạch_sẽ lại gần mọi nơi,fallback,1,0,0,1,1,0
996053236,phòng khá rộng thoáng có nhiều ánh_sáng sạch_sẽ anh_chị chủ biết lắng_nghe ý_kiến khách 10 điểm,hard,1,0,0,0,1,1
825131917,xứng_đáng với giá tiền,hard,0,0,0,0,0,0
927096606,nhân_viên tốt vị_trí thuận_lợi phòng tốt,hard,0,0,0,1,1,1
